doc_id,archetype,signup_date,job_title,specialty,practice_type,practice_size,signup_source,self_reported_goal,plan_type,base_engagement,skepticism,error_tolerance,fatigue_sensitivity,invite_colleague_prob,churn_risk
doc_00018,passive_tryer,2024-01-10T08:00:00,Specialist,Psychiatry,Telehealth,6-20,conference,compliance,trial,0.2966247446768802,0.5746679976591017,0.22029148077808344,0.960975872063377,0.09850547630488503,0.7112843147482626
doc_00019,busy_registrar,2024-01-30T08:00:00,Registrar,Orthopaedics,Solo,6-20,paid_ad,save_time,trial,0.39222989683762427,0.22227087691914788,0.6460331126355541,0.44744845768228836,0.19765445086590303,0.4068326376263643
doc_00020,busy_registrar,2024-01-23T08:00:00,Registrar,Orthopaedics,Small Clinic,2-5,referral,compliance,trial,0.6604874310527299,0.29943657608602114,0.6549926897394106,0.5892721642692289,0.21753672109620378,0.42739129014186084
doc_00021,skeptical_senior,2024-01-22T08:00:00,Specialist,Dermatology,Large Hospital,20+,organic,colleague_recommended,trial,0.42090641568492715,0.6945870753735918,0.1946777185958374,0.8696222270222743,0.608011095179262,0.5380351611600291
doc_00022,busy_registrar,2024-01-06T08:00:00,Registrar,Psychiatry,Small Clinic,2-5,organic,better_notes,trial,0.46518365371064263,0.29014574281519606,0.639541035582021,0.4325904062887816,0.3001525654830592,0.364887516203924
doc_00023,skeptical_senior,2024-01-11T08:00:00,Specialist,Neurology,Solo,1,conference,better_notes,trial,0.3066025546635043,0.7350284587996361,0.2788583996543891,0.9449908841251801,0.6794781821009307,0.5789816586606789
doc_00024,skeptical_senior,2024-01-22T08:00:00,Specialist,Neurology,Telehealth,6-20,paid_ad,colleague_recommended,pro,0.3023918564676224,0.6530018380281672,0.3166364186852553,0.8087468772926231,0.5400630481991688,0.5650077792497863
doc_00025,busy_registrar,2024-01-17T08:00:00,Registrar,Cardiology,Solo,6-20,conference,curiosity,trial,0.5636057293444627,0.2949421234813633,0.428277787728615,0.5145269476759032,0.33545806164891057,0.32397886700441914
doc_00026,skeptical_senior,2024-01-20T08:00:00,Specialist,Radiology,Solo,20+,organic,compliance,trial,0.4148562924279995,0.792813877683928,0.2654904529423919,0.7535997183120777,0.5793964871367197,0.6042796838204086
doc_00027,early_adopter,2024-01-06T08:00:00,Registrar,Radiology,Large Hospital,1,colleague_invite,colleague_recommended,starter,0.7865783899862151,0.012722685582784145,0.6671348569636332,0.11154362652112515,0.43925394848556326,0.13459828579071292
doc_00028,early_adopter,2024-01-25T08:00:00,Physician Associate,Dermatology,Large Hospital,1,colleague_invite,compliance,starter,0.8072526595806313,0.0978782992600752,0.6294500279017825,0.1869546428844989,0.41275486775967757,0.11624108625128092
doc_00029,passive_tryer,2024-01-04T08:00:00,Nurse Practitioner,Radiology,Telehealth,6-20,conference,better_notes,starter,0.18098439002482875,0.6153787811356185,0.228468275930998,0.8406216383846693,0.0,0.7327786826856184
doc_00030,early_adopter,2024-01-28T08:00:00,GP,Cardiology,Solo,20+,colleague_invite,save_time,trial,0.6213871178305553,0.11477924631165796,0.8618884975383712,0.20054398756479982,0.4404980482499253,0.13212772885947863
doc_00031,skeptical_senior,2024-01-03T08:00:00,Specialist,Paediatrics,Solo,6-20,organic,colleague_recommended,starter,0.48073079947910946,0.5785306140690113,0.18536786743078257,0.6927919540517128,0.42824681551135885,0.557204652380374
doc_00032,skeptical_senior,2024-01-24T08:00:00,Specialist,Cardiology,Small Clinic,6-20,colleague_invite,save_time,starter,0.43939190527219685,0.8658799383914341,0.17121850833687316,0.7439161851134369,0.5293267419438362,0.5630140253291444
doc_00033,passive_tryer,2024-01-28T08:00:00,GP,General Practice,Solo,1,colleague_invite,save_time,starter,0.09388222973511337,0.660632431688881,0.2667285725841582,0.8334880426186038,0.1348793300173589,0.7187495646845479
doc_00034,passive_tryer,2024-01-01T08:00:00,GP,Oncology,Solo,1,referral,compliance,trial,0.09291153602214011,0.6554334898425289,0.10153113433928852,1.0,0.19962576765840592,0.6816671706108326
doc_00035,skeptical_senior,2024-01-06T08:00:00,Specialist,Radiology,Large Hospital,1,colleague_invite,compliance,trial,0.16426956746400675,0.6647440226115646,0.13863859784784,0.9682145502350142,0.41194690169220055,0.5291648699882834
doc_00036,busy_registrar,2024-01-16T08:00:00,Registrar,Neurology,Telehealth,20+,referral,save_time,trial,0.5686760893325332,0.2812303544034069,0.5530590395968024,0.3841126868293165,0.23501616759966065,0.37748976914791277
doc_00037,passive_tryer,2024-01-03T08:00:00,Specialist,Emergency,Solo,6-20,conference,compliance,starter,0.23317183880838263,0.542348826253444,0.19230650414504158,0.9120696170622028,0.09410629677092022,0.7378001314612513
doc_00038,busy_registrar,2024-01-07T08:00:00,Registrar,Emergency,Telehealth,6-20,colleague_invite,better_notes,starter,0.41931562527390337,0.14298994466619366,0.5779720037839755,0.3748157782910356,0.2547672099720654,0.36682758919588754
doc_00039,passive_tryer,2024-01-12T08:00:00,Specialist,Neurology,Large Hospital,20+,conference,better_notes,starter,0.22798400196543261,0.5196756322526392,0.14236286023287414,0.7579002933226838,0.09597001253516196,0.6783471971499621
doc_00040,skeptical_senior,2024-01-01T08:00:00,Specialist,Oncology,Large Hospital,2-5,colleague_invite,curiosity,trial,0.30136997914593455,0.7068701837480817,0.15613849640599384,0.9166667129424245,0.49475686034687405,0.5610270713506934
doc_00041,passive_tryer,2024-01-11T08:00:00,Physician Associate,Psychiatry,Small Clinic,1,organic,compliance,starter,0.3110670222566758,0.6017024349683251,0.2209385887643634,0.847933381949603,0.10009229776155029,0.7228168143406061
doc_00042,early_adopter,2024-01-22T08:00:00,Registrar,General Practice,Small Clinic,2-5,organic,colleague_recommended,trial,0.8012383836160659,0.08475975152017509,0.7259245622577248,0.10818468881474662,0.45426047248169504,0.0004432014549638236
doc_00043,busy_registrar,2024-01-18T08:00:00,Registrar,Neurology,Small Clinic,1,referral,save_time,trial,0.4842782304458093,0.37593389651421383,0.6181876133169414,0.4994922863141732,0.22729157069202055,0.39698009267108453
doc_00044,passive_tryer,2024-01-17T08:00:00,Nurse Practitioner,Emergency,Large Hospital,1,referral,curiosity,starter,0.1514797289427408,0.6364723356136562,0.11327277518248065,0.8444319704669484,0.042281866588350786,0.632408559662414
doc_00045,passive_tryer,2024-01-26T08:00:00,Specialist,Cardiology,Telehealth,6-20,organic,save_time,trial,0.3023092650650715,0.6442053912525608,0.06135527695063773,0.9529431563752588,0.13189240532579907,0.7341795005761417
doc_00046,passive_tryer,2024-01-22T08:00:00,Specialist,Radiology,Telehealth,2-5,colleague_invite,curiosity,trial,0.05,0.7521247404090936,0.16958554991156316,0.9089021414442621,0.10762173834370929,0.7791117014469158
doc_00047,champion,2024-01-26T08:00:00,Specialist,General Practice,Large Hospital,2-5,conference,save_time,trial,0.9072950619075026,0.14647648143236336,0.9413482595848777,0.036616128623671515,0.6800450573089537,0.004153622733503526
doc_00048,skeptical_senior,2024-01-06T08:00:00,GP,Radiology,Solo,20+,conference,colleague_recommended,trial,0.32088644852082904,0.9109627304768488,0.21089383064518616,0.8642168356024159,0.5818669273883865,0.4729831253439303
doc_00049,skeptical_senior,2024-01-20T08:00:00,GP,Oncology,Solo,2-5,paid_ad,better_notes,trial,0.28689307506905015,0.6624707765865594,0.26047209732770815,0.9257889919567971,0.5147837404895734,0.511991347244239
doc_00050,early_adopter,2024-01-22T08:00:00,GP,Oncology,Small Clinic,20+,paid_ad,better_notes,trial,0.7467248537104929,0.17964652112016238,0.836253808793443,0.06895767540511867,0.36068122673226566,0.11889825972228092
doc_00051,skeptical_senior,2024-01-22T08:00:00,Specialist,Orthopaedics,Small Clinic,6-20,conference,curiosity,trial,0.31603251364158447,0.7323589532273863,0.22952258651602048,0.8985805207727724,0.5903291047705368,0.4694266284580727
doc_00052,busy_registrar,2024-01-01T08:00:00,Registrar,Dermatology,Solo,20+,paid_ad,colleague_recommended,starter,0.6277696427432201,0.18231353314454948,0.5008793114342877,0.5749328247877433,0.2521176065383716,0.40746075912500235
doc_00053,skeptical_senior,2024-01-06T08:00:00,Specialist,Radiology,Small Clinic,1,paid_ad,better_notes,trial,0.44450873786028583,0.6540498307672054,0.11801550773302978,0.8083596073623529,0.5328711463959224,0.4617208598781243
doc_00054,early_adopter,2024-01-12T08:00:00,Specialist,Dermatology,Telehealth,1,referral,curiosity,trial,0.7566551773377211,0.0,0.7210562338397407,0.16674494397683498,0.46197447340563896,0.16998245527094838
doc_00055,passive_tryer,2024-01-15T08:00:00,GP,Neurology,Small Clinic,1,colleague_invite,curiosity,starter,0.33037137048902393,0.570185953283842,0.13058410017397745,0.7487991863053646,0.07726026413111536,0.6680096734486558
doc_00056,busy_registrar,2024-01-03T08:00:00,Registrar,Neurology,Telehealth,20+,conference,curiosity,trial,0.5916942608563889,0.29216108426234466,0.47389844854893587,0.45168879074753715,0.23035289990967978,0.34394749852385054
doc_00057,busy_registrar,2024-01-26T08:00:00,Registrar,Radiology,Solo,20+,organic,compliance,starter,0.529117650468219,0.32097717857894836,0.5012050964442673,0.5116064519607395,0.21711063053522114,0.3387858221160624
doc_00058,passive_tryer,2024-01-17T08:00:00,GP,Oncology,Small Clinic,6-20,referral,colleague_recommended,starter,0.13826310238555678,0.5029660046039888,0.21956408853182327,0.889358249548793,0.1424601154631109,0.739019552694895
doc_00059,champion,2024-01-23T08:00:00,GP,Emergency,Small Clinic,1,organic,save_time,pro,0.9831149409149147,0.09244020593343458,0.9168656854979886,0.18362491440831677,0.6830311496850944,0.04260303490462051
doc_00060,champion,2024-01-11T08:00:00,Specialist,Neurology,Solo,2-5,organic,compliance,pro,0.9805725760477335,0.09143958211131616,0.8520963802219228,0.07571485397872683,0.6959541331168655,0.0
doc_00061,passive_tryer,2024-01-09T08:00:00,GP,Paediatrics,Telehealth,20+,conference,curiosity,pro,0.18891902043142203,0.5660887966142117,0.12558489236153986,0.9837529435590512,0.08323779590659867,0.6529467643349215
doc_00062,champion,2024-01-08T08:00:00,Specialist,Neurology,Telehealth,2-5,paid_ad,compliance,starter,0.9054457815398897,0.1501352293407674,0.90917009152039,0.15821695470972438,0.810764776548169,0.09219319160891812
doc_00063,passive_tryer,2024-01-25T08:00:00,Nurse Practitioner,Oncology,Small Clinic,20+,referral,save_time,starter,0.06854877879390191,0.5293031651282548,0.16843972969693707,1.0,0.10300723386415081,0.6560419292322834
doc_00064,passive_tryer,2024-01-24T08:00:00,GP,Psychiatry,Telehealth,1,paid_ad,colleague_recommended,trial,0.1321266617470561,0.5319509397638441,0.10671945073736805,0.9604532670995451,0.08890558643538657,0.6525113465309385
doc_00065,champion,2024-01-17T08:00:00,Specialist,Neurology,Small Clinic,2-5,organic,curiosity,starter,0.9596120691427854,0.0,0.8390562476194127,0.04990203234908402,0.7072474620102729,0.11039970199301934
doc_00066,champion,2024-01-02T08:00:00,GP,Oncology,Large Hospital,2-5,paid_ad,save_time,trial,0.8723466900259198,0.0,0.8204071624434282,0.1453990976903983,0.6483132566645965,0.03399497618249582
doc_00067,busy_registrar,2024-01-19T08:00:00,Registrar,Dermatology,Large Hospital,6-20,organic,save_time,starter,0.5669723589065108,0.21979869843487568,0.5212343825570552,0.4259485027988929,0.2387809493506544,0.35360572469421436
doc_00068,busy_registrar,2024-01-26T08:00:00,Registrar,Radiology,Solo,20+,colleague_invite,save_time,trial,0.4144410703616522,0.1988984738223566,0.4403552766346393,0.5070588603108759,0.2986952559996614,0.48274273099065834
doc_00069,champion,2024-01-29T08:00:00,GP,General Practice,Telehealth,20+,conference,colleague_recommended,starter,0.7923832263353118,0.03737299921277921,0.8746633650911056,0.05196914457031154,0.7069826844782675,0.053666837238906834
doc_00070,skeptical_senior,2024-01-18T08:00:00,Specialist,General Practice,Small Clinic,6-20,colleague_invite,colleague_recommended,starter,0.13594522807710105,0.729070626314742,0.052705457760273,0.7009348481356804,0.6008864938054906,0.5921877235853685
doc_00071,skeptical_senior,2024-01-11T08:00:00,Specialist,General Practice,Large Hospital,6-20,conference,save_time,pro,0.28669910789545583,0.6859125459550124,0.2506772632318896,0.8173434377478385,0.5736590247511982,0.5925886081796488
doc_00072,champion,2024-01-24T08:00:00,Nurse Practitioner,Orthopaedics,Large Hospital,2-5,conference,colleague_recommended,trial,0.8930599497005944,0.14528725465169534,0.8382517182995759,0.0,0.6300159247633657,0.03753151874137594
doc_00073,passive_tryer,2024-01-16T08:00:00,Physician Associate,Emergency,Large Hospital,20+,paid_ad,curiosity,starter,0.14014433479538335,0.6334387707642637,0.004669154364071515,0.7943364845748241,0.16093313295717698,0.7261029439786364
doc_00074,skeptical_senior,2024-01-24T08:00:00,Specialist,General Practice,Solo,2-5,organic,save_time,pro,0.415613199522528,0.5834357598590297,0.2537739167135055,0.6954001819965046,0.48170101465249526,0.529876140264916
doc_00075,champion,2024-01-23T08:00:00,Specialist,General Practice,Telehealth,2-5,conference,better_notes,starter,0.7982761183286173,0.0,0.9274235575202741,0.13191937260013564,0.7525024520776713,0.06623291177512591
doc_00076,early_adopter,2024-01-15T08:00:00,Nurse Practitioner,Psychiatry,Telehealth,20+,colleague_invite,curiosity,trial,0.8146856805512094,0.12104323610764267,0.7972346216102305,0.09089668092737148,0.46971029204806264,0.1467292770932278
doc_00077,busy_registrar,2024-01-27T08:00:00,Registrar,Psychiatry,Telehealth,6-20,paid_ad,compliance,pro,0.46359627034660644,0.33370558353859486,0.6146218745033427,0.5092665559207652,0.261430207278921,0.367509842283234
doc_00078,skeptical_senior,2024-01-11T08:00:00,GP,Neurology,Telehealth,2-5,conference,save_time,trial,0.3210697512501963,0.7464445622510968,0.2436680398266875,0.7277556599366453,0.5226048479907249,0.5655921816015951
doc_00079,skeptical_senior,2024-01-14T08:00:00,Specialist,Psychiatry,Small Clinic,6-20,referral,compliance,trial,0.432532301966014,0.6372864717847581,0.23559167160079075,0.9180575515568518,0.5945931511080375,0.4943352582942685
doc_00080,passive_tryer,2024-01-18T08:00:00,Nurse Practitioner,Cardiology,Small Clinic,1,colleague_invite,save_time,starter,0.2583855489814105,0.7113536710143935,0.15175110569318678,0.9253561605587293,0.14050136192530582,0.6837569458099974
doc_00081,passive_tryer,2024-01-24T08:00:00,GP,Dermatology,Small Clinic,20+,referral,save_time,starter,0.16398384866673255,0.5832126609384904,0.1440528844817855,0.9774047388554671,0.06181726732878341,0.7530388238386228
doc_00082,champion,2024-01-14T08:00:00,GP,Cardiology,Telehealth,20+,conference,curiosity,trial,0.99,0.07858134908260447,0.8849996981540781,0.0,0.7677143761672499,0.10332325426616334
doc_00083,passive_tryer,2024-01-14T08:00:00,Physician Associate,Orthopaedics,Telehealth,20+,referral,better_notes,trial,0.27333363805417815,0.48574472473539404,0.0009277803243547303,0.7846160142471663,0.14267939891380443,0.7243605553443043
doc_00084,busy_registrar,2024-01-04T08:00:00,Registrar,Dermatology,Large Hospital,1,referral,colleague_recommended,pro,0.4309411973615608,0.28609009437483307,0.6570873710636486,0.44359115838672314,0.1825197372144036,0.38099977431032095
doc_00085,champion,2024-01-26T08:00:00,GP,Oncology,Telehealth,1,organic,save_time,trial,0.963847283892925,0.0,1.0,0.1193656536230374,0.6574512459659217,0.0931961774981223
doc_00086,early_adopter,2024-01-31T08:00:00,Registrar,Paediatrics,Telehealth,1,paid_ad,curiosity,starter,0.8065614002366085,0.19146892241646626,0.7147886923248291,0.22017558833874296,0.35148457093242996,0.03985433233971406
doc_00087,skeptical_senior,2024-01-11T08:00:00,GP,Paediatrics,Solo,6-20,organic,curiosity,starter,0.4157945849418094,0.8149596460283306,0.1826791505520506,0.7109662043227364,0.6551022377918904,0.5711145815631699
doc_00088,passive_tryer,2024-01-01T08:00:00,Specialist,Neurology,Small Clinic,2-5,colleague_invite,save_time,trial,0.21687730300692967,0.5415485068158292,0.1341214118825942,0.883532560221193,0.07883923500658545,0.7395528453872624
doc_00089,busy_registrar,2024-01-15T08:00:00,Registrar,Oncology,Large Hospital,20+,conference,compliance,starter,0.4854664350826636,0.30962867531870686,0.39653815800768155,0.5923523829694759,0.2718546342128729,0.37885208265610576
doc_00090,skeptical_senior,2024-01-08T08:00:00,GP,Emergency,Small Clinic,20+,referral,compliance,trial,0.21558767617928312,0.7849939588578347,0.13995622487975615,0.5986868366962763,0.5896879071549567,0.5747020009606201
doc_00091,passive_tryer,2024-01-23T08:00:00,GP,General Practice,Solo,1,referral,better_notes,starter,0.19142962921272547,0.5433432801957184,0.11708704690520537,0.8471864641987923,0.10972859904581546,0.712144335254055
doc_00092,busy_registrar,2024-01-05T08:00:00,Registrar,Neurology,Telehealth,1,conference,colleague_recommended,starter,0.4340291548876912,0.13181271112381177,0.6330069646209254,0.4542012155028458,0.2921366084605463,0.3946845168425207
doc_00093,busy_registrar,2024-01-20T08:00:00,Registrar,Psychiatry,Large Hospital,20+,colleague_invite,compliance,starter,0.536392687996214,0.17619960319582179,0.5563345750055703,0.5125953845471,0.23095349408937538,0.3956655506428186
doc_00094,busy_registrar,2024-01-24T08:00:00,Registrar,Neurology,Solo,6-20,conference,better_notes,trial,0.5392972048628526,0.13997341789961132,0.5415670994017273,0.4012286781314328,0.18755984337551587,0.4317159708200911
doc_00095,skeptical_senior,2024-01-20T08:00:00,GP,General Practice,Telehealth,20+,colleague_invite,colleague_recommended,starter,0.26287713795724815,0.6174716065212487,0.34914162943085375,0.9379051256541762,0.5744427350456465,0.5437269730423915
doc_00096,champion,2024-01-23T08:00:00,GP,Radiology,Telehealth,6-20,referral,curiosity,trial,0.99,0.07454203142431745,0.9129971834590285,0.0,0.7269166636334998,0.09254853716409198
doc_00097,busy_registrar,2024-01-24T08:00:00,Registrar,Emergency,Telehealth,20+,organic,colleague_recommended,trial,0.46338523506567375,0.3837370171020611,0.6118846164965451,0.46034352427400804,0.24366679863261684,0.35244418799796856
doc_00098,busy_registrar,2024-01-12T08:00:00,Registrar,Radiology,Small Clinic,6-20,referral,curiosity,pro,0.6005667913684276,0.172889606415596,0.5819350973505169,0.4982072441281439,0.28062000803990067,0.32937628149228043
doc_00099,early_adopter,2024-01-04T08:00:00,Physician Associate,Cardiology,Small Clinic,20+,paid_ad,curiosity,trial,0.736144495310199,0.03987737133617123,0.5871701556441168,0.13811166675213765,0.4023325719342522,0.0806765767888438
doc_00100,passive_tryer,2024-01-20T08:00:00,GP,Radiology,Small Clinic,2-5,paid_ad,compliance,trial,0.2250247610110991,0.583640027298413,0.26304486748032335,0.8259975482209108,0.07675956098969937,0.7440585778789613
doc_00101,busy_registrar,2024-01-07T08:00:00,Registrar,Psychiatry,Solo,20+,colleague_invite,colleague_recommended,starter,0.5479271807411047,0.31405389699934233,0.4725213082430484,0.3894584649145837,0.2885025054458793,0.45530736203874733
doc_00102,passive_tryer,2024-01-16T08:00:00,Physician Associate,Neurology,Large Hospital,1,organic,save_time,pro,0.24125285040667155,0.5553493392274039,0.2295502984793637,0.9422428803638372,0.06157822415482536,0.7224547365652836
doc_00103,early_adopter,2024-01-26T08:00:00,GP,Paediatrics,Telehealth,1,colleague_invite,better_notes,starter,0.7282276497888609,0.19866737443606375,0.7345877571366226,0.21076125372756926,0.4371632710578716,0.20891507224716055
doc_00104,champion,2024-01-28T08:00:00,GP,Oncology,Telehealth,20+,paid_ad,better_notes,starter,0.8882694580765118,0.06351320102870295,0.9611027605979838,0.21358696987152598,0.8015224333821764,0.09945890121730568
doc_00105,skeptical_senior,2024-01-09T08:00:00,GP,Paediatrics,Small Clinic,1,colleague_invite,curiosity,trial,0.31446007027846967,0.9148551146982334,0.30904386570214015,0.8442616814551199,0.5622217673989509,0.4862597192363562
doc_00106,skeptical_senior,2024-01-17T08:00:00,Specialist,Dermatology,Solo,6-20,paid_ad,compliance,pro,0.25709105352776657,0.7216093706132904,0.0,0.8771376383460062,0.5858362802440286,0.5044094943096502
doc_00107,skeptical_senior,2024-01-09T08:00:00,GP,Cardiology,Solo,1,colleague_invite,compliance,trial,0.35612458751547327,0.6811438824710409,0.11710730064144667,0.8181046479976858,0.6239458277023792,0.5762639934245392
doc_00108,busy_registrar,2024-01-15T08:00:00,Registrar,Dermatology,Solo,20+,organic,compliance,starter,0.3946532732349469,0.40888698205001045,0.5537433409866528,0.5238506717767378,0.2591158190116848,0.3541733749020056
doc_00109,busy_registrar,2024-01-02T08:00:00,Registrar,Neurology,Telehealth,20+,organic,compliance,starter,0.49185009411729463,0.23972963353860868,0.6441945159511107,0.5496828154523725,0.241354494375476,0.3680659944206805
doc_00110,busy_registrar,2024-01-27T08:00:00,Registrar,Psychiatry,Large Hospital,2-5,organic,compliance,pro,0.632660988848703,0.20513480711880439,0.5240206451934422,0.5528922342929077,0.27551261112025094,0.3931008287179238
doc_00111,busy_registrar,2024-01-21T08:00:00,Registrar,Neurology,Solo,6-20,paid_ad,better_notes,trial,0.5226893764404008,0.3242377498869826,0.5028671689608847,0.5154095318069549,0.24280000111491695,0.3752863641384517
doc_00112,busy_registrar,2024-01-05T08:00:00,Registrar,Paediatrics,Telehealth,1,conference,better_notes,starter,0.5708075455902689,0.46401595136400114,0.5173392519413349,0.4436764189191618,0.36475803360267584,0.3738660978120193
doc_00113,busy_registrar,2024-01-14T08:00:00,Registrar,Psychiatry,Large Hospital,1,conference,save_time,starter,0.4488811956746658,0.21357863521754458,0.5804053952459066,0.5456882102873095,0.21146910249373305,0.4560320048008522
doc_00114,skeptical_senior,2024-01-03T08:00:00,GP,Neurology,Large Hospital,2-5,referral,colleague_recommended,trial,0.536641313460215,0.8536742289259001,0.20100606156802514,0.9193915594398381,0.46815990678446046,0.676168666569978
doc_00115,early_adopter,2024-01-16T08:00:00,Nurse Practitioner,Oncology,Solo,6-20,paid_ad,curiosity,starter,0.7643756304884965,0.08926527950665604,0.8474404845866792,0.21644395670820643,0.3740637851959828,0.1437776510198992
doc_00116,skeptical_senior,2024-01-09T08:00:00,Specialist,Paediatrics,Small Clinic,1,organic,curiosity,starter,0.4412628640361979,0.7734407045806924,0.24684172262854942,0.7162934185892182,0.5685526869107682,0.5132512449371367
doc_00117,passive_tryer,2024-01-01T08:00:00,Physician Associate,Orthopaedics,Small Clinic,6-20,conference,colleague_recommended,trial,0.29883454206054405,0.5943962845017627,0.20803350617262129,0.8849838715300771,0.0480632782918665,0.720367533745985
doc_00118,busy_registrar,2024-01-16T08:00:00,Registrar,Neurology,Small Clinic,1,paid_ad,colleague_recommended,starter,0.5172025554354764,0.41395603959258187,0.5316351861597024,0.55714271808811,0.307273349327967,0.30591160755132085
doc_00119,skeptical_senior,2024-01-11T08:00:00,Specialist,Oncology,Large Hospital,1,organic,better_notes,trial,0.3446719178382421,0.5720492713112905,0.2269522611181293,0.8861819502118863,0.6337818146922781,0.5403002603716688
doc_00120,busy_registrar,2024-01-27T08:00:00,Registrar,Oncology,Large Hospital,6-20,conference,save_time,trial,0.4545533642923832,0.3517155113117207,0.4635640458324745,0.5060822218544315,0.38171132088179527,0.3225634760670546
doc_00121,busy_registrar,2024-01-02T08:00:00,Registrar,Psychiatry,Small Clinic,1,conference,better_notes,trial,0.6317195583231073,0.2870708591433471,0.6261271668983672,0.4747723274154785,0.17097690593182352,0.3205081970920053
doc_00122,champion,2024-01-03T08:00:00,Specialist,Neurology,Large Hospital,1,colleague_invite,save_time,trial,0.8482777216418789,0.11774168872065956,0.8515199265807897,0.05829961545150964,0.7309203607872067,0.013627303763844106
doc_00123,early_adopter,2024-01-14T08:00:00,Nurse Practitioner,Cardiology,Large Hospital,2-5,organic,curiosity,starter,0.6679517912603159,0.0835927794652598,0.7475479729078383,0.06100760319684508,0.4251359173274772,0.2534548026947534
